NaN,3.7,3.6,NaN,NaN,NaN,NaN
NaN,5.3,5.2,5.1,NaN,NaN,NaN
6,6,6,6,5.9,5.7,NaN
6,6,6,6,6,6,NaN
6,6,6,6,6,6,5.9
6,6,6,6,6,6,6
6,6,6,6,6,6,6
6,6,6,6,6,6,6
6,6,6,6,6,6,6
