25.872,13
25.956,13.04
25.62,12.89
27.3,13.65
27.3,13.65
29.673,14.72
33.6,16.5
35.797335,18.2
35.797335,21.22
35.797335,20.11
35.797335,21.21
35.797335,21.54
35.797335,21.21
35.797335,19.73
35.797335,18.97
35.797335,18.32
34.902,17.09
34.629,16.97
33.159,16.3
32.613,16.05
31.017,15.33
31.164,15.4
30.597,15.14
30.954,15.3
35.797335,17.92
35.797335,22.05
35.797335,25.35
35.797335,24.75
35.797335,25.28
35.797335,24.86
35.797335,22.62
35.7,17.45
29.82,14.79
31.92,15.74
28.98,14.41
31.08,15.36
28.371,14.13
32.3715,15.94
25.515,12.84
30.45,15.08
28.35,14.12
28.056,13.99
31.5,15.55
29.4,14.6
26.4495,13.27
25.41,12.8
24.99,12.6
25.62,12.89
24.99,12.6
25.977,13.05
25.2,12.7
29.82,14.79
28.77,14.32
31.5,15.55
29.946,14.85
27.132,13.57
35.797335,18.32
35.7,17.45
35.797335,18.4
35.797335,18.17
35.616,17.41
34.65,16.98
32.193,15.86
31.5,15.55
29.4,14.6
29.904,14.83
29.022,14.43
29.82,14.79
30.24,14.98
31.5,15.55
31.92,15.74
29.715,14.74
33.6,16.5
35.797335,21.76
35.797335,24.86
35.797335,23.86
35.797335,24.25
35.797335,24.62
35.797335,23.81
33.936,16.65
32.214,15.87
29.232,14.52
31.5,15.55
32.55,16.02
29.043,14.44
29.022,14.43
26.04,13.08
30.891,15.27
28.161,14.04
27.3,13.65
30.681,15.18
29.4,14.6
28.35,14.12
28.371,14.13
28.308,14.11
28.308,14.11
27.3,13.65
29.946,14.85
28.56,14.22
31.143,15.39
30.681,15.18
32.802,16.14
33.6,16.5
34.44,16.88
35.797335,20.74
35.797335,18.53
35.797335,19.39
35.797335,18.89
35.797335,18.38
35.797335,19.16
35.797335,18.02
35.797335,17.74
33.222,16.33
32.025,15.79
30.492,15.09
31.08,15.36
29.8305,14.79
31.2795,15.45
31.5,15.55
32.592,16.04
35.797335,19.88
35.797335,23.65
35.797335,28.13
35.797335,25.94
35.797335,26.53
35.797335,26.32
35.797335,23.87
35.797335,20.18
35.112,17.18
34.65,16.98
31.3005,15.46
30.45,15.08
28.371,14.13
34.7655,17.03
27.405,13.7
31.92,15.74
28.35,14.12
27.51,13.74
33.222,16.33
30.66,15.17
28.35,14.12
27.195,13.6
27.216,13.61
27.279,13.64
27.195,13.6
28.854,14.35
27.51,13.74
32.13,15.84
30.24,14.98
30.219,14.97
32.55,16.02
35.797335,17.85
35.797335,21.82
35.797335,19.92
35.797335,20.91
35.797335,19.54
35.797335,19.35
35.797335,19.24
35.721,17.46
34.944,17.11
33.768,16.58
34.272,16.8
32.025,15.79
35.364,17.3
33.369,16.4
35.797335,18.02
35.797335,18.63
35.797335,18.12
35.797335,20.45
35.797335,23.5
35.797335,29.15
35.797335,24.86
35.797335,26.25
35.797335,26.47
35.797335,24.33
35.797335,19.24
34.65,16.98
34.839,17.06
32.97,16.22
33.516,16.46
31.71,15.64
35.7,17.45
29.82,14.79
29.6415,14.71
29.4,14.6
28.602,14.24
30.555,15.12
32.634,16.06
29.61,14.7
30.366,15.04
29.19,14.5
28.266,14.09
27.09,13.56
27.993,13.96
26.88,13.46
26.67,13.36
27.153,13.58
22.323,11.4
27.216,13.61
27.2685,13.64
33.663,16.53
27.405,13.7
35.797335,18.22
33.369,16.4
33.936,16.65
32.655,16.07
32.109,15.83
30.408,15.06
29.82,14.79
29.127,14.48
29.127,14.48
29.5785,14.68
28.56,14.22
